FirstName,LastName,ProductName,OrderQuantity,Year
ROBERTO,SANZ,Road Tire Tube,9,2017
CARL,JAI,Water Bottle - 30 oz.,9,2017
ADAM,JENKINS,Water Bottle - 30 oz.,9,2017
DANA,DIAZ,Road Tire Tube,9,2017
WESLEY,YANG,Mountain Tire Tube,9,2017
MARC,ALVAREZ,Fender Set - Mountain,9,2017
EDDIE,SANZ,AWC Logo Cap,9,2017
BRIANNA,HUGHES,Patch Kit/8 Patches,9,2017
SAMUEL,ADAMS,"""Half-Finger Gloves, L""",9,2017
DESTINY,GARCIA,Water Bottle - 30 oz.,9,2017
LEONARD,JAI,AWC Logo Cap,9,2017
KARLA,RAJI,AWC Logo Cap,9,2017
BLAKE,TURNER,Touring Tire Tube,9,2017
ISAIAH,BAKER,LL Mountain Tire,9,2017
KIMBERLY,RICHARDSON,Road Bottle Cage,9,2017
RICHARD,RUSSELL,Mountain Bottle Cage,9,2017
JOHNATHAN,RODRIGUEZ,Patch Kit/8 Patches,9,2017
MELODY,SUAREZ,Mountain Bottle Cage,9,2017
MELVIN,JAI,Water Bottle - 30 oz.,9,2017
NATHAN,GRIFFIN,Patch Kit/8 Patches,9,2017
FRANKLIN,XU,"""Racing Socks, L""",9,2017
CARLA,GONZALEZ,"""Half-Finger Gloves, S""",9,2017
TERRENCE,LAL,Patch Kit/8 Patches,9,2017
NATALIE,ROSS,"""Long-Sleeve Logo Jersey, S""",9,2017
RICHARD,MARTIN,Mountain Bottle Cage,9,2017
NICHOLAS,ROBINSON,Patch Kit/8 Patches,9,2017
MICHELE,JAI,AWC Logo Cap,9,2017
JILL,RUBIO,Touring Tire Tube,9,2017
DAVID,WILSON,Water Bottle - 30 oz.,9,2017
STEFANIE,FERNANDEZ,Touring Tire Tube,9,2017
THOMAS,HUGHES,Bike Wash - Dissolver,9,2017
FRANK,GOMEZ,Road Tire Tube,9,2017
JILL,MARTIN,"""Half-Finger Gloves, L""",9,2017
JOSE,PHILLIPS,"""Half-Finger Gloves, L""",9,2017
NINA,RAJI,AWC Logo Cap,9,2017
JAMIE,HARRISON,Mountain Tire Tube,9,2017
CHARLES,TAYLOR,"""Mountain-200 Silver, 38""",9,2017
JONATHON,ALVAREZ,ML Mountain Tire,9,2017
DAWN,MA,Patch Kit/8 Patches,9,2017
KEVIN,ADAMS,ML Mountain Tire,9,2017
JEREMY,ANDERSON,Patch Kit/8 Patches,9,2017
JEFFERY,SUN,Patch Kit/8 Patches,9,2017
KARLA,SHARMA,Patch Kit/8 Patches,9,2017
WAYNE,SHAN,"""Sport-100 Helmet, Red""",9,2017
VERONICA,RANA,Mountain Bottle Cage,9,2017
KRISTY,MUNOZ,AWC Logo Cap,9,2017
ROSS,JOHNSEN,AWC Logo Cap,9,2017
JENNY,HU,Road Tire Tube,9,2017
ALEXANDER,ROBINSON,Water Bottle - 30 oz.,9,2017
DAVID,HARRIS,AWC Logo Cap,9,2017
ADAM,ROBERTS,Water Bottle - 30 oz.,9,2017
GILBERT,TANG,Patch Kit/8 Patches,9,2017
MORGAN,WILSON,Water Bottle - 30 oz.,9,2017
FRANKLIN,XU,"""Half-Finger Gloves, S""",9,2017
NOAH,SMITH,Water Bottle - 30 oz.,9,2017
KATRINA,ANDERSEN,"""Mountain-200 Black, 38""",9,2017
HECTOR,JIMENEZ,Water Bottle - 30 oz.,9,2017
GABRIELLE,WARD,"""Half-Finger Gloves, L""",9,2017
DALTON,PARKER,Water Bottle - 30 oz.,9,2017
JUAN,RICHARDSON,Water Bottle - 30 oz.,9,2017
GEORGE,SANCHEZ,Water Bottle - 30 oz.,9,2017
LUCAS,COOK,Touring Tire,9,2017
BENJAMIN,JOHNSON,Mountain Tire Tube,9,2017
JARROD,FERNANDEZ,AWC Logo Cap,9,2017
MISTY,RAJE,ML Road Tire,9,2017
PHILIP,RUBIO,"""Half-Finger Gloves, M""",9,2017
COLIN,HE,Water Bottle - 30 oz.,9,2017
RUTH,MEHTA,"""Sport-100 Helmet, Red""",9,2017
LUIS,HAYES,HL Mountain Tire,9,2017
SHANNON,NAVARRO,Water Bottle - 30 oz.,9,2017
ROBERTO,DIAZ,Patch Kit/8 Patches,9,2017
REGINA,VANCE,Water Bottle - 30 oz.,9,2017
ROGER,LUO,"""Half-Finger Gloves, L""",9,2017
DAISY,RUBIO,Mountain Tire Tube,9,2017
DAMIEN,LU,Mountain Bottle Cage,9,2017
JOE,MARTINEZ,Patch Kit/8 Patches,9,2017
ALBERTO,HERNANDEZ,ML Road Tire,9,2017
COLE,PETERSON,AWC Logo Cap,9,2017
JAIME,NATH,AWC Logo Cap,9,2017
ARTHUR,CHANDRA,"""Sport-100 Helmet, Red""",9,2017
JULIA,PETERSON,Patch Kit/8 Patches,9,2017
ERICA,ZHOU,Water Bottle - 30 oz.,9,2017
GABRIELLE,MITCHELL,AWC Logo Cap,9,2017
KAITLYN,RIVERA,"""Sport-100 Helmet, Black""",9,2017
LAUREN,BRYANT,Bike Wash - Dissolver,9,2017
EMMA,MURPHY,AWC Logo Cap,9,2017
KATELYN,KING,Fender Set - Mountain,9,2017
SHEENA,RAJE,Water Bottle - 30 oz.,9,2017
RENEE,SANZ,"""Half-Finger Gloves, L""",9,2017
SERGIO,RODRIGUEZ,Road Tire Tube,9,2017
JEREMIAH,KING,Mountain Bottle Cage,9,2017
MELISSA,SANDERS,Touring Tire Tube,9,2017
MORGAN,TURNER,Water Bottle - 30 oz.,9,2017
MICHELE,PAL,Water Bottle - 30 oz.,9,2017
COLLEEN,CAI,Mountain Bottle Cage,9,2017
DEVON,KENNEDY,"""Sport-100 Helmet, Red""",9,2017
JAY,GONZALEZ,"""Sport-100 Helmet, Red""",9,2017
COLIN,JAI,Fender Set - Mountain,9,2017
TASHA,XU,"""Long-Sleeve Logo Jersey, XL""",9,2017
PAIGE,JENKINS,Mountain Bottle Cage,9,2017
MYA,JENKINS,Water Bottle - 30 oz.,9,2017
BARBARA,NARA,Mountain Tire Tube,9,2017
LEONARD,ANAND,"""Half-Finger Gloves, S""",9,2017
ADRIAN,GRAY,Mountain Bottle Cage,9,2017
DOMINIQUE,LOPEZ,Water Bottle - 30 oz.,9,2017
HAILEY,RICHARDSON,AWC Logo Cap,9,2017
MARVIN,SERRANO,"""Half-Finger Gloves, S""",9,2017
ASHLEY,PERRY,AWC Logo Cap,9,2017
CHRISTIAN,LONG,AWC Logo Cap,9,2017
SUSAN,LU,"""Half-Finger Gloves, M""",9,2017
ROSS,VAZQUEZ,LL Mountain Tire,9,2017
CALEB,GREEN,Road Tire Tube,9,2017
STEVE,MA,Road Tire Tube,8,2017
AARON,LI,Patch Kit/8 Patches,8,2017
NATALIE,RUSSELL,ML Mountain Tire,8,2017
LATASHA,ALONSO,AWC Logo Cap,8,2017
DESTINY,MURPHY,Water Bottle - 30 oz.,8,2017
GARRETT,BAILEY,Water Bottle - 30 oz.,8,2017
RENEE,ALONSO,Water Bottle - 30 oz.,8,2017
SHANNON,HU,"""Short-Sleeve Classic Jersey, S""",8,2017
BRANDON,HAYES,Patch Kit/8 Patches,8,2017
DEVON,CHANDE,Fender Set - Mountain,8,2017
ALBERT,ALONSO,Mountain Tire Tube,8,2017
NINA,ANDERSEN,Road Bottle Cage,8,2017
MASON,HALL,Bike Wash - Dissolver,8,2017
LACEY,LIN,AWC Logo Cap,8,2017
CRYSTAL,HE,"""Racing Socks, L""",8,2017
BRIAN,COX,Patch Kit/8 Patches,8,2017
DAVID,LEWIS,Mountain Bottle Cage,8,2017
MARIA,MURPHY,"""Sport-100 Helmet, Blue""",8,2017
VICTOR,DOMINGUEZ,"""Long-Sleeve Logo Jersey, S""",8,2017
SUMMER,PEREZ,Road Bottle Cage,8,2017
TAYLOR,TAYLOR,Fender Set - Mountain,8,2017
DEVIN,MITCHELL,AWC Logo Cap,8,2017
JOHNNY,CHANDER,Road Tire Tube,8,2017
JULIA,CARTER,Water Bottle - 30 oz.,8,2017
CLARENCE,WU,Water Bottle - 30 oz.,8,2017
HENRY,CHAPMAN,Mountain Bottle Cage,8,2017
KRISTINA,GARCIA,ML Road Tire,8,2017
NEIL,SERRANO,Road Tire Tube,8,2017
ROGER,HOLT,Patch Kit/8 Patches,8,2017
JAN,HERNANDEZ,"""Half-Finger Gloves, M""",8,2017
KAYLA,THOMPSON,ML Mountain Tire,8,2017
LOUIS,TANG,Patch Kit/8 Patches,8,2017
REBEKAH,SUAREZ,Mountain Tire Tube,8,2017
DENISE,RAMAN,Water Bottle - 30 oz.,8,2017
RYAN,WILLIAMS,Road Bottle Cage,8,2017
CHERYL,NAVARRO,Touring Tire Tube,8,2017
DARRELL,XIE,Water Bottle - 30 oz.,8,2017
HECTOR,ORTEGA,Fender Set - Mountain,8,2017
LUIS,COLEMAN,"""Racing Socks, M""",8,2017
CARMEN,PEREZ,"""Racing Socks, M""",8,2017
JACK,HENDERSON,"""Half-Finger Gloves, M""",8,2017
CAROLYN,MALHOTRA,AWC Logo Cap,8,2017
CHERYL,JIMÉNEZ,Water Bottle - 30 oz.,8,2017
SAVANNAH,LOPEZ,Water Bottle - 30 oz.,8,2017
CHLOE,WILSON,"""Womens Mountain Shorts, M""",8,2017
HUNTER,BAKER,AWC Logo Cap,8,2017
DARREN,ALONSO,"""Half-Finger Gloves, S""",8,2017
ADAM,FLORES,"""Mountain-200 Black, 46""",8,2017
WHITNEY,CHANDRA,Road Bottle Cage,8,2017
MICHELE,LAL,Road Bottle Cage,8,2017
MARGARET,GAO,Mountain Tire Tube,8,2017
SEBASTIAN,SANCHEZ,"""Half-Finger Gloves, L""",8,2017
THERESA,MUNOZ,Patch Kit/8 Patches,8,2017
COREY,KUMAR,"""Racing Socks, M""",8,2017
DARREN,GONZALEZ,AWC Logo Cap,8,2017
MARCO,SRINI,AWC Logo Cap,8,2017
ALEXANDRA,RAMIREZ,Patch Kit/8 Patches,8,2017
DARRYL,HU,Road Bottle Cage,8,2017
LATOYA,DENG,AWC Logo Cap,8,2017
TIMOTHY,STEWART,Patch Kit/8 Patches,8,2017
BRENDAN,NARA,AWC Logo Cap,8,2017
KATHLEEN,DIAZ,Patch Kit/8 Patches,8,2017
ROY,ALVAREZ,Water Bottle - 30 oz.,8,2017
ROBERT,WRIGHT,Water Bottle - 30 oz.,8,2017
ROSA,WANG,"""Sport-100 Helmet, Black""",8,2017
EDWARD,BUTLER,"""Half-Finger Gloves, M""",8,2017
GLENN,ZHANG,"""Sport-100 Helmet, Black""",8,2017
LINDSEY,KUMAR,Patch Kit/8 Patches,8,2017
RUBEN,MADAN,"""Half-Finger Gloves, M""",8,2017
EVAN,RICHARDSON,Water Bottle - 30 oz.,8,2017
JACK,COLEMAN,Patch Kit/8 Patches,8,2017
PETER,BLACK,Fender Set - Mountain,8,2017
JACKSON,CAMPBELL,AWC Logo Cap,8,2017
MAKAYLA,RAMIREZ,"""Half-Finger Gloves, M""",8,2017
GARY,GUTIERREZ,Water Bottle - 30 oz.,8,2017
LACEY,RAJI,Patch Kit/8 Patches,8,2017
JILL,VAZQUEZ,Water Bottle - 30 oz.,8,2017
MELANIE,BRYANT,AWC Logo Cap,8,2017
ALEXANDRA,FOSTER,Patch Kit/8 Patches,8,2017
ERIKA,ALVAREZ,Water Bottle - 30 oz.,8,2017
ERIK,SUAREZ,"""Racing Socks, L""",8,2017
MARSHALL,WU,"""Racing Socks, M""",8,2017
ALAN,YE,Water Bottle - 30 oz.,8,2017
REGINALD,MARTIN,LL Mountain Tire,8,2017
JODI,BECKER,Patch Kit/8 Patches,8,2017
DALTON,WATSON,AWC Logo Cap,8,2017
MICHELE,DOMINGUEZ,Patch Kit/8 Patches,8,2017
MELANIE,JAMES,Mountain Bottle Cage,8,2017
ISABELLA,GARCIA,Fender Set - Mountain,8,2017
ALEX,ROGERS,"""Half-Finger Gloves, M""",8,2017
KATIE,KUMAR,Touring Tire Tube,8,2017
CONNOR,SHARMA,AWC Logo Cap,8,2017
MISTY,CHANDER,Water Bottle - 30 oz.,8,2017
EBONY,GUTIERREZ,AWC Logo Cap,8,2017
CASSIDY,ROSS,Mountain Tire Tube,8,2017
PRESTON,CHAPMAN,"""Racing Socks, L""",8,2017
DYLAN,MARTINEZ,Road Bottle Cage,8,2017
ARMANDO,BLANCO,AWC Logo Cap,8,2017
ROGER,ANAND,Mountain Bottle Cage,8,2017
ZACHARY,DAVIS,AWC Logo Cap,8,2017
STACY,HERNANDEZ,"""Sport-100 Helmet, Black""",8,2017
SHANE,MALHOTRA,AWC Logo Cap,8,2017
JULIAN,HENDERSON,Water Bottle - 30 oz.,8,2017
MELODY,MORENO,AWC Logo Cap,8,2017
EDWARD,THOMAS,Water Bottle - 30 oz.,8,2017
SAVANNAH,MITCHELL,"""Racing Socks, M""",8,2017
PEDRO,PATEL,"""Half-Finger Gloves, M""",8,2017
LAWRENCE,MORENO,"""Racing Socks, L""",8,2017
JULIO,SUAREZ,Water Bottle - 30 oz.,8,2017
CODY,MORRIS,Road Bottle Cage,8,2017
BRANDY,SUBRAM,Water Bottle - 30 oz.,8,2017
TAYLOR,FOSTER,Water Bottle - 30 oz.,8,2017
DENISE,PEREZ,Fender Set - Mountain,8,2017
RONNIE,HE,Water Bottle - 30 oz.,8,2017
MONIQUE,NAVARRO,Mountain Bottle Cage,8,2017
ARTHUR,RODRIGUEZ,Water Bottle - 30 oz.,8,2017
JENNY,RAJI,Road Tire Tube,8,2017
MICHELE,VAZQUEZ,Mountain Tire Tube,8,2017
CALEB,GONZALEZ,Water Bottle - 30 oz.,8,2017
ANTHONY,MILLER,Mountain Bottle Cage,8,2017
SAMANTHA,ROSS,Touring Tire,8,2017
JOCELYN,HENDERSON,Water Bottle - 30 oz.,8,2017
GAVIN,POWELL,Water Bottle - 30 oz.,8,2017
KRISTY,TORRES,AWC Logo Cap,8,2017
LEE,DOMINGUEZ,AWC Logo Cap,8,2017
THEODORE,VAZQUEZ,Water Bottle - 30 oz.,8,2017
ALEX,RAMIREZ,Water Bottle - 30 oz.,8,2017
LINDSEY,SHEN,"""Half-Finger Gloves, M""",8,2017
VINCENT,WANG,Fender Set - Mountain,8,2017
VALERIE,HU,"""Half-Finger Gloves, L""",8,2017
CARLA,ARTHUR,"""Short-Sleeve Classic Jersey, XL""",8,2017
JOHNNY,SHE,Mountain Tire Tube,8,2017
CRYSTAL,LI,"""Mountain-200 Black, 46""",8,2017
DENISE,SUBRAM,Touring Tire Tube,8,2017
CASEY,CHANDER,Mountain Bottle Cage,8,2017
DEVIN,WATSON,ML Mountain Tire,8,2017
CORY,FERNANDEZ,AWC Logo Cap,8,2017
RUTH,FERNANDEZ,AWC Logo Cap,8,2017
LESLIE,RAMOS,"""Half-Finger Gloves, S""",8,2017
JACLYN,ZENG,Road Bottle Cage,8,2017
SHARON,CHANDER,"""Half-Finger Gloves, M""",8,2017
MICAH,LI,Fender Set - Mountain,8,2017
RICARDO,TANG,Patch Kit/8 Patches,8,2017
TERRENCE,TANG,Road Tire Tube,8,2017
DALTON,TAYLOR,Water Bottle - 30 oz.,8,2017
LUKE,CAMPBELL,"""Half-Finger Gloves, L""",8,2017
STACEY,LI,AWC Logo Cap,8,2017
MADISON,COLEMAN,Road Bottle Cage,8,2017
LORI,RUBIO,AWC Logo Cap,8,2017
ALBERTO,ALVAREZ,Water Bottle - 30 oz.,8,2017
VINCENT,MA,Road Bottle Cage,8,2017
CHRISTY,YE,AWC Logo Cap,8,2017
PRISCILLA,PAL,"""Half-Finger Gloves, L""",8,2017
KENNETH,SHE,Mountain Bottle Cage,8,2017
SARAH,ANDERSON,Water Bottle - 30 oz.,8,2017
CARMEN,RANA,Patch Kit/8 Patches,8,2017
ASHLEY,WILSON,AWC Logo Cap,8,2017
MELODY,JIMENEZ,Water Bottle - 30 oz.,8,2017
NATHAN,COLLINS,"""Racing Socks, M""",8,2017
CATHERINE,COX,"""Sport-100 Helmet, Red""",8,2017
GRANT,DENG,Patch Kit/8 Patches,8,2017
EDUARDO,PARKER,AWC Logo Cap,8,2017
HECTOR,SUAREZ,"""Half-Finger Gloves, L""",8,2017
PAMELA,SANCHEZ,AWC Logo Cap,8,2017
CARSON,RUSSELL,Mountain Tire Tube,8,2017
WARREN,ZHANG,"""Half-Finger Gloves, M""",8,2017
RACHEL,KELLY,Water Bottle - 30 oz.,8,2017
BRIANA,SANDOVAL,Water Bottle - 30 oz.,8,2017
CHARLES,COLLINS,"""Half-Finger Gloves, L""",8,2017
ALLISON,STEWART,"""Half-Finger Gloves, L""",8,2017
GILBERT,GOEL,Water Bottle - 30 oz.,8,2017
KATHLEEN,ALVAREZ,Mountain Tire Tube,8,2017
LOGAN,HERNANDEZ,Water Bottle - 30 oz.,8,2017
THOMAS,TURNER,Water Bottle - 30 oz.,8,2017
KENNETH,NARA,Bike Wash - Dissolver,8,2017
KELLI,LIANG,Patch Kit/8 Patches,8,2017
AMANDA,JENKINS,Mountain Tire Tube,8,2017
BRANDY,RANA,"""Mountain-200 Silver, 42""",8,2017
ROBERT,THOMPSON,"""Touring-3000 Blue, 44""",8,2017
MARCUS,ANDERSON,AWC Logo Cap,8,2017
AMANDA,FOSTER,Road Tire Tube,8,2017
JENNY,LUO,Patch Kit/8 Patches,8,2017
PHILIP,GOMEZ,Road Bottle Cage,8,2017
MELVIN,CHANDER,LL Road Tire,8,2017
LORI,SUAREZ,Fender Set - Mountain,8,2017
IAN,WATSON,AWC Logo Cap,8,2017
JIMMY,ALONSO,"""Racing Socks, L""",8,2017
LEONARD,RAJI,"""Half-Finger Gloves, M""",8,2017
TABITHA,SANCHEZ,Touring Tire Tube,8,2017
ALEJANDRO,GOEL,Water Bottle - 30 oz.,8,2017
WALTER,GILL,Road Tire Tube,8,2017
MIGUEL,FLORES,Mountain Tire Tube,8,2017
BRIANNA,RODRIGUEZ,Mountain Bottle Cage,8,2017
ARTHUR,GILL,Touring Tire Tube,8,2017
RICARDO,BLACK,"""Half-Finger Gloves, L""",8,2017
MEGHAN,HERNANDEZ,Road Tire Tube,8,2017
CESAR,MCDONALD,ML Mountain Tire,8,2017
JOY,SUAREZ,Mountain Tire Tube,8,2017
ANNE,ALONSO,AWC Logo Cap,8,2017
ALEX,WARD,AWC Logo Cap,8,2017
KARLA,SHE,AWC Logo Cap,8,2017
DIANE,RUIZ,Mountain Bottle Cage,8,2017
BETH,MORENO,Patch Kit/8 Patches,8,2017
MEGAN,SANDERS,Patch Kit/8 Patches,8,2017
PAULA,ALONSO,"""Half-Finger Gloves, M""",8,2017
SERGIO,LOPEZ,"""Long-Sleeve Logo Jersey, M""",8,2017
MARIAH,MORGAN,Road Tire Tube,8,2017
GERALD,RODRIGUEZ,Water Bottle - 30 oz.,8,2017
KYLE,ZHANG,Mountain Tire Tube,8,2017
TAMARA,YANG,Water Bottle - 30 oz.,8,2017
DESIREE,BRADLEY,"""Half-Finger Gloves, M""",8,2017
KARI,FERNANDEZ,Patch Kit/8 Patches,8,2017
JORDAN,SHAN,Mountain Bottle Cage,8,2017
DANIEL,WILSON,Touring Tire,8,2017
NICOLE,FLORES,Road Bottle Cage,8,2017
EDGAR,PATEL,AWC Logo Cap,8,2017
CHRISTY,SHAN,"""Half-Finger Gloves, M""",8,2017
MADISON,TAYLOR,Patch Kit/8 Patches,8,2017
ALEXIS,THOMAS,Patch Kit/8 Patches,8,2017
BRANDY,FERNANDEZ,Road Tire Tube,8,2017
SARAH,DIAZ,AWC Logo Cap,8,2017
ARTHUR,CARLSON,AWC Logo Cap,8,2017
MANUEL,PEREZ,AWC Logo Cap,8,2017
KEVIN,HALL,"""Half-Finger Gloves, M""",8,2017
DALTON,BRYANT,"""Half-Finger Gloves, L""",8,2017
JÉSUS,BLANCO,AWC Logo Cap,8,2017
CARLOS,HOWARD,AWC Logo Cap,8,2017
ALISHA,XU,Patch Kit/8 Patches,8,2017
WAYNE,RAJE,Mountain Bottle Cage,8,2017
DIANA,ALVAREZ,"""Sport-100 Helmet, Blue""",8,2017
BRANDON,LI,AWC Logo Cap,8,2017
LACEY,YANG,"""Sport-100 Helmet, Black""",8,2017
JAMES,DAVIS,Water Bottle - 30 oz.,8,2017
LYDIA,SRINI,Patch Kit/8 Patches,8,2017
MARCUS,WILLIAMS,"""Half-Finger Gloves, M""",8,2017
LEONARD,KUMAR,"""Racing Socks, L""",8,2017
CLINTON,MUNOZ,Touring Tire Tube,8,2017
ALEXIS,COLEMAN,AWC Logo Cap,8,2017
KELVIN,LIN,"""Half-Finger Gloves, S""",8,2017
ELIZABETH,MARTINEZ,AWC Logo Cap,8,2017
WILLIE,ZHENG,Water Bottle - 30 oz.,8,2017
LYDIA,SAI,Water Bottle - 30 oz.,8,2017
TYRONE,JIMENEZ,AWC Logo Cap,8,2017
CONNOR,EDWARDS,Water Bottle - 30 oz.,8,2017
ANDRE,CHANDRA,Road Tire Tube,8,2017
XAVIER,RODRIGUEZ,Patch Kit/8 Patches,8,2017
JULIAN,BUTLER,Touring Tire,8,2017
DIANE,NAVARRO,"""Racing Socks, L""",8,2017
KRISTI,GONZALEZ,Water Bottle - 30 oz.,8,2017
ALEJANDRO,ZHANG,Patch Kit/8 Patches,8,2017
EDDIE,GUTIERREZ,Water Bottle - 30 oz.,8,2017
EDUARDO,ROBINSON,"""Touring-1000 Yellow, 50""",8,2017
AMY,LI,AWC Logo Cap,8,2017
ETHAN,WINSTON,Water Bottle - 30 oz.,8,2017
MORGAN,LEWIS,Patch Kit/8 Patches,8,2017
SARA,HERNANDEZ,AWC Logo Cap,8,2017
ANDREA,WRIGHT,Fender Set - Mountain,8,2017
LACEY,GAO,AWC Logo Cap,8,2017
MARIA,COLLINS,Patch Kit/8 Patches,8,2017
SOPHIA,KING,Mountain Bottle Cage,8,2017
RENEE,GUTIERREZ,"""Half-Finger Gloves, M""",8,2017
TYRONE,RUBIO,Touring Tire Tube,8,2017
KATHERINE,JENKINS,Patch Kit/8 Patches,8,2017
MANUEL,SARA,AWC Logo Cap,8,2017
PHILIP,ROMERO,Road Bottle Cage,8,2017
LORI,HERNANDEZ,Touring Tire Tube,8,2017
SUSAN,ZENG,"""Half-Finger Gloves, L""",8,2017
HENRY,KAPOOR,Patch Kit/8 Patches,8,2017
JOE,MARTIN,Mountain Tire Tube,8,2017
LOGAN,ROBERTS,AWC Logo Cap,8,2017
JENNIFER,SANCHEZ,Road Bottle Cage,8,2017
RAUL,RAI,Mountain Tire Tube,8,2017
BRENDAN,RAI,"""Half-Finger Gloves, M""",8,2017
JERRY,SHEN,AWC Logo Cap,8,2017
LATOYA,NATH,Water Bottle - 30 oz.,8,2017
DOMINIC,GONZALEZ,"""Half-Finger Gloves, L""",8,2017
LARRY,ORTEGA,Water Bottle - 30 oz.,8,2017
STEPHANIE,WRIGHT,Touring Tire Tube,8,2017
JADA,BAILEY,Patch Kit/8 Patches,8,2017
MARCUS,RUSSELL,Patch Kit/8 Patches,8,2017
TAMARA,LI,AWC Logo Cap,8,2017
BRIAN,SANCHEZ,Patch Kit/8 Patches,8,2017
EDUARDO,LEE,AWC Logo Cap,8,2017
DARREN,SURI,AWC Logo Cap,8,2017
EMMA,WILLIAMS,Mountain Tire Tube,8,2017
JAMES,ZHANG,Patch Kit/8 Patches,8,2017
LARRY,MUNOZ,"""Half-Finger Gloves, S""",8,2017
RAMON,YANG,Touring Tire,8,2017
DESTINY,SANDERS,AWC Logo Cap,8,2017
HAILEY,PHILLIPS,"""Half-Finger Gloves, M""",8,2017
LAUREN,JOHNSON,AWC Logo Cap,8,2017
FRANCISCO,SARA,Road Bottle Cage,8,2017
LUIS,FOSTER,Patch Kit/8 Patches,8,2017
ERICA,ZHU,AWC Logo Cap,8,2017
TRISHA,ZHANG,Touring Tire Tube,8,2017
KELVIN,CARSON,"""Half-Finger Gloves, S""",8,2017
LUIS,PERRY,Mountain Bottle Cage,8,2017
SYDNEY,WHITE,AWC Logo Cap,8,2017
AARON,HUGHES,Water Bottle - 30 oz.,8,2017
STACEY,YANG,Mountain Bottle Cage,8,2017
LACEY,KUMAR,AWC Logo Cap,8,2017
CASEY,CARLSON,Bike Wash - Dissolver,8,2017
XAVIER,ROSS,Water Bottle - 30 oz.,8,2017
CAMERON,ANDERSON,Water Bottle - 30 oz.,8,2017
HOLLY,MALHOTRA,AWC Logo Cap,8,2017
BONNIE,TANG,Road Bottle Cage,8,2017
ARMANDO,SUAREZ,AWC Logo Cap,8,2017
KRISTA,HERNANDEZ,AWC Logo Cap,8,2017
MYA,BARNES,"""Half-Finger Gloves, L""",8,2017
KARL,KUMAR,"""Racing Socks, M""",8,2017
VICTORIA,THOMPSON,Water Bottle - 30 oz.,8,2017
DEANNA,PEREZ,Touring Tire Tube,8,2017
EMMA,BROWN,Touring Tire Tube,8,2017
BROOKE,ROGERS,Water Bottle - 30 oz.,8,2017
JESSICA,WILSON,Patch Kit/8 Patches,8,2017
TRINITY,BAILEY,Road Tire Tube,8,2017
JEREMY,BENNETT,Fender Set - Mountain,8,2017
ARIANNA,COX,Patch Kit/8 Patches,8,2017
EVELYN,RANA,"""Half-Finger Gloves, L""",8,2017
ANNA,GARCIA,HL Road Tire,8,2017
ALAN,WANG,Touring Tire Tube,8,2017
SAVANNAH,GONZALEZ,Patch Kit/8 Patches,8,2017
COLLEEN,GOEL,"""Road-250 Black, 44""",8,2017
MINDY,RAJI,AWC Logo Cap,8,2017
CLINTON,HERNANDEZ,Water Bottle - 30 oz.,8,2017
ETHAN,WHITE,AWC Logo Cap,8,2017
LEAH,ZENG,Water Bottle - 30 oz.,8,2017
PAIGE,PRICE,Fender Set - Mountain,8,2017
SAMUEL,BUTLER,AWC Logo Cap,8,2017
MADISON,FOSTER,AWC Logo Cap,8,2017
MARIA,HOWARD,Road Bottle Cage,8,2017
RICHARD,BRYANT,Water Bottle - 30 oz.,8,2017
PHILIP,HERNANDEZ,Water Bottle - 30 oz.,8,2017
TONY,NATSUHARA,Water Bottle - 30 oz.,8,2017
GABRIELLA,ALLEN,AWC Logo Cap,8,2017
RACHEL,GRIFFIN,"""Racing Socks, L""",8,2017
ROGER,CAI,LL Mountain Tire,8,2017
BENJAMIN,SMITH,Touring Tire Tube,8,2017
GRANT,KUMAR,Road Bottle Cage,8,2017
ADRIANA,SARA,AWC Logo Cap,8,2017
ADAM,HAYES,Road Bottle Cage,8,2017
KAITLYN,MITCHELL,"""Touring-1000 Yellow, 60""",8,2017
ASHLEY,DIAZ,Touring Tire,8,2017
DALTON,ANDERSON,Patch Kit/8 Patches,8,2017
MEREDITH,PATEL,Road Tire Tube,8,2017
BARBARA,LAL,"""Half-Finger Gloves, L""",8,2017
CHARLES,JONES,Fender Set - Mountain,8,2017
BETHANY,NATH,Mountain Tire Tube,8,2017
JACOB,MILLER,AWC Logo Cap,8,2017
KATHRYN,SHARMA,LL Mountain Tire,8,2017
MASON,WRIGHT,Water Bottle - 30 oz.,8,2017
RUSSELL,NATH,Water Bottle - 30 oz.,8,2017
BRYANT,SANCHEZ,Bike Wash - Dissolver,8,2017
BLAKE,RUSSELL,AWC Logo Cap,8,2017
GINA,ROMERO,Fender Set - Mountain,8,2017
HAILEY,RAMIREZ,AWC Logo Cap,8,2017
XAVIER,EVANS,Fender Set - Mountain,8,2017
MONICA,MALHOTRA,"""Half-Finger Gloves, S""",8,2017
JARED,TORRES,AWC Logo Cap,8,2017
FERNANDO,KING,"""Half-Finger Gloves, L""",8,2017
ELIJAH,YANG,Mountain Tire Tube,8,2017
SUMMER,SANCHEZ,Mountain Bottle Cage,8,2017
CHRISTIAN,LEE,Water Bottle - 30 oz.,8,2017
BRITTANY,PATTERSON,"""Racing Socks, M""",8,2017
WHITNEY,SURI,Water Bottle - 30 oz.,8,2017
RYAN,WANG,LL Road Tire,8,2017
